Review,Sentiment Score
"As a music producer with a keen ear for sound quality, I carefully considered several factors before purchasing the Bose QC Ultra headphones. While the AirPods Pro Max have a strong reputation, I found them to be somewhat cumbersome. Similarly, after testing two different Beats models, I was disappointed by their lack of innovation despite being recent releases.

I initially bought the standard Bose QuietComfort headphones but decided to upgrade to the Ultras, and the additional $100 was well worth it. The noise-canceling capabilities of the QC Ultra are unmatched, and the app integration with my iPhone is seamless. The option to connect to multiple devices simultaneously is a standout feature.

There is a slight learning curve, as with any high-quality headphones, but after a week of use, they become second nature. I also appreciate the prompt, same-day delivery from Best Buy, which has proven to be a reliable and preferred shopping experience over other platforms.

Having used the Bose QC Ultra headphones for about a month, I’ve had zero issues. The battery life is impressive, lasting several days on a single charge. The ‘Immersion Mode’ effectively blocks out external noise without compromising sound quality, and the ability to customize noise-canceling settings for different modes is a fantastic feature. Overall, I’m extremely satisfied with this purchase.",0.14000850340136053
"In 2024, we all know Bose for delivering top-notch audio experiences, but let's dive into the nitty-gritty of the Bose QC Ultra headphones. First off, a bit of a letdown – no passthrough audio when using a cable. You've got to make sure the battery is juiced up and the headphones are turned on to catch those beats when connected with a 3.5mm cable, even if you are using a DAC.

Now, speaking of cables, you might want to invest in a longer one. The included cable is pretty short, even for in-flight use.

The physical buttons are a nice touch, but there's a minor hiccup – a 4 to 5 second delay from pressing the power button to hearing the chime when turning them on and other unreliable results when pressing the buttons, so you got to get used to it.

Connectivity is smooth if you stick to one device, but the multipoint feature is a bit wobbly. It tends to auto-pause music or disconnect randomly. AND, you have to manually switch devices using the button (a bit of a bummer).

Let's talk noise-canceling – it's downright impressive. However, calls are a different story. The self-voice feature is a letdown, and the automatic turn-off when not in use is hit or miss. Don't be shocked to find your headphones drained if you forget to manually power them down.

A quick note on Aptx – it supports Aptx Adaptive, not Aptx, Aptx LL, or Aptx HD. Also, Snapdragon Sound is cool, but only a handful of devices support it, making it more of a ""future-proof"" feature for a future that hasn't quite arrived.

Now, onto comfort – they're cozy to wear. I appreciate the design; it's not too big or small. However, those flat hinges might play a little pinchy with your ears, fingers, or neck occasionally, and it's worth noting that they tend to collect fingerprints (see photo).

Why am I airing out these grievances but keeping them? Well, I'm hopeful that some of these quirks will get sorted with firmware updates. Plus, let's be real – they sound fantastic, and the noise-canceling is the cream of the crop.

BUT, if you're not too fussed about immersive audio and ""snapdragon sound"" (which can be a bit gimmicky), a previous model might suit you just fine (and be nicer with your pockets).",0.14278549382716052
"Hello Oscar, I am so glad to hear that you are enjoying the QC Ultra headphones and that you like the Noise Cancellation, sound quality, the comfort of the headphones, button interfaces and more. We truly value your feedback regarding features like multipoint, SnapDragon Sound and Aptx. If you are experiencing issues during calls, be sure to check out our troubleshooting suggestions from on our product support website: https://bose.life/4b9RAPv. Should you need any additional support, please feel free to reach out to our technical support teams, who will be more than happy to assist you further: bose.life/3rykPZR. Liam - Bose Customer support",0.4090909090909091
"Very comfy, I can see how ppl say it’s not “loud enough” but these are perfect, their never uncomfortable loud just like the perfect amount to me. Their really comfy and don’t hurt my head after using them for so long. I have a pretty big head and ear lol but they fit comfortably. The noise cancellation is the best and what I love the most. Helps a lot when getting overstimulated by sounds in public. If u want really painfully loud headphones these are not for u, if u want to escape the sounds from the world and listen to music for hours without getting a headace these are for you. Very portable and looks very good. Had them for under 2 months I still use them regular and daily",0.33521739130434786
"Very comfortable to use for a long time. The noise canceling is top tier, better than the AirPods Max. The quality feels premium.",0.3675
"These headphones are great! I had the QC 35’s for a long time and recently upgraded to these. They’re really comfortable and im really enjoying using the Aware mode. The one thing i am missing is the on/off switch. The button works fine but I liked the switch better. Leaving them on and having them automatically go to the sleep mode is nice but it does make the battery life worse, so i do like turning them off when not using them.",0.3013888888888889
"Sound is great, very comfortable, good for big ears (mine are massive)
Downsides: connecting to pc wireless can be difficult at times, battery life is not great, canf use while plugged in to charge",0.19
"I have to say, after a weekend of use with different media; music and movies, these are wonderful headphones.  Bose finally has integrated immersive sound (basically, dolby atmos) and the results are awstounding.  The help of noise cancellation puts you in the music.  The quality of construction is superb as usual.  But, my favorite is how light they are on my head.  This is something Bose has mastered.  All and all, an A + for sound quality, construction and design.",0.3833333333333333
"I have tried a few noise canceling earphones and headphones, but Bose is just on a different level when it comes to it. The sound quality and noise canceling is absolutely superb! There are no other choices when it comes to listening to your genre of music and actually hearing all the instruments that are being played. Now the noise canceling is on a different level, they are no competition when it comes to Bose noise canceling. Try it out and you will be amazed!",0.18035714285714285

Adjusted Average Sentiment Score,0.29
